Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Success_Category,Critic_Category,User_Category,NA_Ratio,EU_Ratio,JP_Ratio,Cluster
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91.0,7.1,Low,Excellent,Good,0.47058823529411764,0.47058823529411764,0.0,3
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,73.0,7.0,Low,Average,Average,0.6470588235294117,0.29411764705882354,0.0,3
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,74.0,7.6,Low,Average,Good,0.29411764705882354,0.411764705882353,0.11764705882352941,3
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0.0,0.02,0.17,69.0,7.2,Low,Average,Good,0.411764705882353,0.47058823529411764,0.0,3
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0.0,0.04,0.17,81.0,8.7,Low,Good,Excellent,0.47058823529411764,0.29411764705882354,0.0,3
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0.0,0.04,0.03,0.17,62.0,7.6,Low,Average,Good,0.5882352941176471,0.0,0.23529411764705882,3
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0.0,0.01,0.17,83.0,7.2,Low,Good,Good,0.5294117647058822,0.3529411764705882,0.0,3
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58.0,6.5,Low,Poor,Average,0.47058823529411764,0.23529411764705882,0.1764705882352941,2
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.01,0.17,78.0,8.1,Low,Good,Good,0.23529411764705882,0.7058823529411764,0.0,1
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,70.0,7.4,Low,Average,Good,0.23529411764705882,0.11764705882352941,0.47058823529411764,0
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,57.0,7.3,Low,Poor,Good,0.0,0.0,1.0,0
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0.0,0.0,0.02,0.17,65.0,5.1,Low,Average,Average,0.8823529411764705,0.0,0.0,2
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.03,0.13,0.01,0.17,76.0,6.3,Low,Good,Average,0.0,0.1764705882352941,0.7647058823529411,0
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.04,0.0,0.12,0.0,0.17,77.0,8.2,Low,Good,Good,0.23529411764705882,0.0,0.7058823529411764,0
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,4.8,Low,Average,Poor,0.25,0.6875,0.0,1
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.05,0.0,0.09,0.01,0.16,66.0,8.2,Low,Average,Good,0.3125,0.0,0.5625,0
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.09,0.06,0.0,0.01,0.16,72.0,4.4,Low,Average,Poor,0.5625,0.375,0.0,2
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.05,0.0,0.1,0.01,0.16,72.0,6.8,Low,Average,Average,0.3125,0.0,0.625,0
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,51.0,7.0,Low,Poor,Average,0.5,0.43750000000000006,0.0,2
The Crew,PC,2014,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71.0,6.4,Low,Average,Average,0.0,0.9375,0.0,1
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0.0,0.02,0.16,53.0,6.9,Low,Poor,Average,0.6875,0.25,0.0,2
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.08,0.06,0.0,0.01,0.16,84.0,8.3,Low,Good,Good,0.5,0.375,0.0,3
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0.0,0.03,0.16,38.0,2.9,Low,Poor,Poor,0.375,0.43750000000000006,0.0,2
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67.0,7.8,Low,Average,Good,0.3125,0.1875,0.375,0
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,0.16,82.0,7.4,Low,Good,Good,0.5,0.43750000000000006,0.0,3
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68.0,6.8,Low,Average,Average,0.125,0.125,0.6875,0
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,7.5,Low,Good,Good,0.7333333333333334,0.2,0.0,3
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,75.0,8.0,Low,Average,Good,0.46666666666666673,0.46666666666666673,0.0,3
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,65.0,7.5,Low,Average,Good,0.6,0.33333333333333337,0.0,3
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65.0,8.7,Low,Average,Excellent,0.46666666666666673,0.06666666666666667,0.4,0
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,78.0,8.0,Low,Good,Good,0.0,0.0,1.0,0
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15,71.0,7.2,Low,Average,Good,0.6666666666666667,0.26666666666666666,0.0,3
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,8.7,Low,Good,Excellent,0.46666666666666673,0.13333333333333333,0.26666666666666666,3
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,0.0,0.04,0.1,0.01,0.15,60.0,7.0,Low,Poor,Average,0.0,0.26666666666666666,0.6666666666666667,0
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,73.0,8.1,Low,Average,Good,0.06666666666666667,0.7333333333333334,0.0,1
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90.0,7.8,Low,Excellent,Good,0.13333333333333333,0.13333333333333333,0.7333333333333334,0
Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,8.0,Low,Average,Good,0.4,0.46666666666666673,0.06666666666666667,3
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,8.1,Low,Average,Good,0.4,0.2,0.33333333333333337,0
ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,6.6,Low,Average,Average,0.5333333333333333,0.33333333333333337,0.0,3
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80.0,7.7,Low,Good,Good,0.5,0.21428571428571425,0.14285714285714285,3
Alien: Isolation,PC,2014,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,8.4,Low,Good,Good,0.0,1.0,0.0,1
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,5.3,Low,Average,Average,0.21428571428571425,0.7857142857142857,0.0,1
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,2.9,Low,Poor,Poor,0.0,0.6428571428571428,0.14285714285714285,2
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,5.5,Low,Good,Average,0.2857142857142857,0.5714285714285714,0.0,1
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,88.0,8.0,Low,Excellent,Good,0.2857142857142857,0.5714285714285714,0.0,1
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,79.0,7.3,Low,Good,Good,0.21428571428571425,0.7142857142857143,0.0,1
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,85.0,8.9,Low,Good,Excellent,0.0,0.9285714285714285,0.0,1
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90.0,8.2,Low,Excellent,Good,0.5714285714285714,0.2857142857142857,0.14285714285714285,3
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93.0,7.9,Low,Excellent,Good,0.14285714285714285,0.14285714285714285,0.6428571428571428,0
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,49.0,4.1,Low,Poor,Poor,0.4285714285714285,0.5,0.0,2
7 Days to Die,PS4,2016,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,5.9,Low,Poor,Average,0.2857142857142857,0.5714285714285714,0.0,2
Rayman Legends,PSV,2014,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,87.0,8.4,Low,Excellent,Good,0.07142857142857142,0.7142857142857143,0.0,1
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0.0,0.01,0.14,75.0,7.9,Low,Average,Good,0.6428571428571428,0.2857142857142857,0.0,3
Dead Island Definitive Collection,PS4,2016,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,63.0,6.4,Low,Average,Average,0.21428571428571425,0.5,0.07142857142857142,1
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,71.0,3.8,Low,Average,Poor,0.0,0.9285714285714285,0.0,1
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,81.0,8.6,Low,Good,Excellent,0.21428571428571425,0.5714285714285714,0.0,1
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,84.0,8.1,Low,Good,Good,0.0,0.0,0.9285714285714285,0
Call of Duty: Infinite Warfare,PC,2016,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,73.0,3.0,Low,Average,Poor,0.2857142857142857,0.5714285714285714,0.0,2
Life is Strange,XOne,2016,Adventure,Square Enix,0.09,0.03,0.0,0.01,0.13,85.0,8.7,Low,Good,Excellent,0.6923076923076923,0.23076923076923075,0.0,3
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80.0,8.2,Low,Good,Good,0.15384615384615385,0.38461538461538464,0.3076923076923077,0
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.04,0.0,0.08,0.01,0.13,75.0,8.5,Low,Average,Good,0.3076923076923077,0.0,0.6153846153846154,0
Total War: WARHAMMER,PC,2016,Strategy,Sega,0.0,0.12,0.0,0.01,0.13,86.0,7.3,Low,Excellent,Good,0.0,0.923076923076923,0.0,1
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,64.0,6.6,Low,Average,Average,0.07692307692307693,0.6923076923076923,0.0,1
Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,2.5,Low,Average,Poor,0.6923076923076923,0.23076923076923075,0.0,2
Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.06,0.06,0.01,0.13,86.0,7.6,Low,Excellent,Good,0.0,0.4615384615384615,0.4615384615384615,0
Watch Dogs,WiiU,2014,Action,Ubisoft,0.07,0.05,0.0,0.01,0.13,62.0,6.4,Low,Average,Average,0.5384615384615385,0.38461538461538464,0.0,2
Deception IV: Blood Ties,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.0,7.5,Low,Average,Good,0.15384615384615385,0.15384615384615385,0.5384615384615385,0
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67.0,7.8,Low,Average,Good,0.23076923076923075,0.3076923076923077,0.3076923076923077,0
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68.0,7.1,Low,Average,Good,0.3076923076923077,0.07692307692307693,0.4615384615384615,0
Project CARS,PC,2015,Racing,Slightly Mad Studios,0.0,0.12,0.0,0.01,0.13,83.0,7.1,Low,Good,Good,0.0,0.923076923076923,0.0,1
DiRT Rally,XOne,2016,Racing,Codemasters,0.04,0.08,0.0,0.01,0.12,86.0,8.0,Low,Excellent,Good,0.33333333333333337,0.6666666666666667,0.0,1
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,62.0,7.7,Low,Average,Good,0.75,0.0,0.25,3
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,7.2,Low,Average,Good,0.6666666666666667,0.16666666666666669,0.08333333333333334,3
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,76.0,7.4,Low,Good,Good,0.08333333333333334,0.75,0.0,1
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,75.0,8.1,Low,Average,Good,0.25,0.16666666666666669,0.5,0
Robinson: The Journey,PS4,2016,Action,Crytek,0.06,0.03,0.0,0.02,0.12,65.0,6.9,Low,Average,Average,0.5,0.25,0.0,3
Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0.0,0.11,0.0,0.01,0.12,86.0,7.9,Low,Excellent,Good,0.0,0.9166666666666667,0.0,1
Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0.0,0.1,0.0,0.12,83.0,8.0,Low,Good,Good,0.08333333333333334,0.0,0.8333333333333334,0
Dishonored 2,PC,2016,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,6.0,Low,Excellent,Average,0.33333333333333337,0.5833333333333334,0.0,1
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,2.1,Low,Poor,Poor,0.75,0.16666666666666669,0.0,2
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,6.5,Low,Poor,Average,0.6666666666666667,0.16666666666666669,0.08333333333333334,2
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0.0,0.01,0.12,75.0,7.8,Low,Average,Good,0.33333333333333337,0.5833333333333334,0.0,1
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.12,73.0,7.3,Low,Average,Good,0.25,0.16666666666666669,0.5,0
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,58.0,5.8,Low,Poor,Average,0.5833333333333334,0.25,0.08333333333333334,2
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.12,77.0,7.3,Low,Good,Good,0.33333333333333337,0.5,0.0,3
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12,75.0,7.0,Low,Average,Average,0.16666666666666669,0.75,0.0,1
FIFA 17,PC,2016,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12,84.0,4.2,Low,Good,Poor,0.0,0.9166666666666667,0.0,1
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66.0,7.4,Low,Average,Good,0.0,0.0,1.0,0
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,70.0,8.2,Low,Average,Good,0.2727272727272727,0.18181818181818182,0.5454545454545454,0
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0.0,0.02,0.11,19.0,3.4,Low,Poor,Poor,0.36363636363636365,0.5454545454545454,0.0,2
Disney Art Academy,3DS,2016,Action,Nintendo,0.02,0.01,0.08,0.0,0.11,72.0,6.8,Low,Average,Average,0.18181818181818182,0.09090909090909091,0.7272727272727273,0
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.03,0.01,0.06,0.01,0.11,71.0,6.8,Low,Average,Average,0.2727272727272727,0.09090909090909091,0.5454545454545454,0
Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67.0,7.6,Low,Average,Good,0.0,0.2727272727272727,0.7272727272727273,0
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.02,0.11,75.0,7.5,Low,Average,Good,0.9090909090909092,0.0,0.0,3
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.11,75.0,8.5,Low,Average,Good,0.0,0.9090909090909092,0.0,1
Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.0,0.03,0.07,0.01,0.11,72.0,8.5,Low,Average,Good,0.0,0.2727272727272727,0.6363636363636365,0
Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,76.0,8.6,Low,Good,Excellent,0.0,0.0,1.0,0
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.0,0.01,0.11,77.0,8.2,Low,Good,Good,0.4545454545454546,0.4545454545454546,0.0,3
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,7.9,Low,Good,Good,0.2727272727272727,0.4545454545454546,0.09090909090909091,3
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.09,0.01,0.0,0.01,0.11,60.0,5.6,Low,Poor,Average,0.8181818181818181,0.09090909090909091,0.0,2
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.05,0.05,0.0,0.01,0.11,62.0,7.2,Low,Average,Good,0.4545454545454546,0.4545454545454546,0.0,3
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.01,0.09,0.0,0.11,69.0,8.0,Low,Average,Good,0.0,0.09090909090909091,0.8181818181818181,0
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0.0,0.0,0.02,0.11,67.0,4.6,Low,Average,Poor,0.8181818181818181,0.0,0.0,2
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.04,0.06,0.0,0.01,0.11,85.0,6.2,Low,Good,Average,0.36363636363636365,0.5454545454545454,0.0,3
ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,7.4,Low,Average,Good,0.0,0.9090909090909092,0.0,1
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,7.0,Low,Average,Average,0.7272727272727273,0.0,0.0,3
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.5,Low,Average,Good,0.0,0.36363636363636365,0.5454545454545454,0
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,6.5,Low,Poor,Average,0.4545454545454546,0.36363636363636365,0.0,2
Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,59.0,6.0,Low,Poor,Average,0.5,0.0,0.39999999999999997,0
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,3.4,Low,Poor,Poor,0.3,0.39999999999999997,0.3,2
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,7.3,Low,Good,Good,0.3,0.6,0.0,1
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,4.4,Low,Average,Poor,0.0,1.0,0.0,1
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,5.3,Low,Poor,Average,0.39999999999999997,0.5,0.0,2
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,5.7,Low,Good,Average,0.19999999999999998,0.7999999999999999,0.0,1
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,6.3,Low,Average,Average,0.8999999999999999,0.0,0.0,3
Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,7.8,Low,Good,Good,0.0,0.09999999999999999,0.8999999999999999,0
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,6.2,Low,Average,Average,0.8999999999999999,0.0,0.0,3
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65.0,7.8,Low,Average,Good,0.0,0.3,0.7000000000000001,0
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75.0,7.5,Low,Average,Good,0.7000000000000001,0.19999999999999998,0.0,3
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83.0,9.2,Low,Good,Excellent,0.39999999999999997,0.39999999999999997,0.0,3
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,5.9,Low,Average,Average,0.0,0.7999999999999999,0.0,1
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73.0,6.3,Low,Average,Average,0.3,0.5,0.0,1
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,6.8,Low,Average,Average,0.0,0.7999999999999999,0.0,1
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,6.0,Low,Poor,Average,0.5,0.19999999999999998,0.19999999999999998,2
F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,4.8,Low,Average,Poor,0.0,0.8999999999999999,0.0,1
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,8.3,Low,Excellent,Good,0.5,0.39999999999999997,0.0,3
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.06,0.01,0.1,66.0,7.3,Low,Average,Good,0.19999999999999998,0.0,0.6,0
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,6.5,Low,Average,Average,0.19999999999999998,0.09999999999999999,0.6,0
Skylanders Imaginators,XOne,2016,Platform,Activision,0.05,0.04,0.0,0.01,0.1,78.0,6.0,Low,Good,Average,0.5,0.39999999999999997,0.0,3
One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.0,0.02,0.07,0.0,0.1,62.0,7.8,Low,Average,Good,0.0,0.19999999999999998,0.7000000000000001,0
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0.0,0.02,0.09,59.0,6.3,Low,Poor,Average,0.5555555555555556,0.3333333333333333,0.0,2
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0.0,0.02,0.09,44.0,5.5,Low,Poor,Average,0.5555555555555556,0.22222222222222224,0.0,2
Steins;Gate 0,PSV,2015,Adventure,PQube,0.0,0.03,0.05,0.01,0.09,86.0,9.3,Low,Excellent,Excellent,0.0,0.3333333333333333,0.5555555555555556,0
Football Manager 2017,PC,2016,Simulation,Sega,0.0,0.09,0.0,0.01,0.09,81.0,4.3,Low,Good,Poor,0.0,1.0,0.0,1
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.02,0.09,49.0,5.8,Low,Poor,Average,0.6666666666666666,0.22222222222222224,0.0,2
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,4.5,Low,Poor,Poor,0.5555555555555556,0.3333333333333333,0.0,2
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,7.8,Low,Average,Good,0.22222222222222224,0.6666666666666666,0.0,1
Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,6.4,Low,Poor,Average,0.0,0.11111111111111112,0.888888888888889,0
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.03,0.05,0.0,0.01,0.09,67.0,7.4,Low,Average,Good,0.3333333333333333,0.5555555555555556,0.0,1
Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69.0,6.6,Low,Average,Average,0.3333333333333333,0.11111111111111112,0.4444444444444445,0
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.09,76.0,7.6,Low,Good,Good,0.0,0.888888888888889,0.0,1
GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.05,0.0,0.01,0.09,75.0,6.0,Low,Average,Average,0.3333333333333333,0.5555555555555556,0.0,1
Terraria,3DS,2016,Action,505 Games,0.0,0.04,0.05,0.0,0.09,71.0,7.1,Low,Average,Good,0.0,0.4444444444444445,0.5555555555555556,0
Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09,65.0,5.7,Low,Average,Average,0.0,0.888888888888889,0.0,1
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,20.0,3.1,Low,Poor,Poor,0.3333333333333333,0.5555555555555556,0.0,2
The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.09,42.0,5.6,Low,Poor,Average,0.4444444444444445,0.3333333333333333,0.0,2
Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,74.0,6.7,Low,Average,Average,0.0,0.7777777777777779,0.0,1
BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.04,0.0,0.03,0.01,0.08,85.0,7.6,Low,Good,Good,0.5,0.0,0.375,3
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.9,Low,Poor,Poor,0.375,0.625,0.0,2
The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,66.0,6.3,Low,Average,Average,0.625,0.25,0.0,3
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,7.8,Low,Average,Good,0.0,0.0,1.0,0
